code,id,tree,tree position,tree id,tree position,row,Cultivar number ,Site,block,Cultivar,planting date,A1,B1,C1,D1,E1,A2,B2,C2,D2,E2,A3,B3,C3,D3,E3,A4,B4,C4,D4,E4,Heath,comments,,,,,,,,,
HMW18,W1-8,tree 1,74,W1-8-74,74,1,8,WWF,1,Rubens,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,
HMW18,W1-8,tree 2,75,W1-8-75,75,1,8,WWF,1,Rubens,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW32,W3-2,tree 1,170,W3-2-170,170,1,2,WWF,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW32,W3-2,tree 2,173,W3-2-173,173,1,2,WWF,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW33,W3-3,tree 1,242,W3-3-242,242,1,3,WWF,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,,,,,,,,
HMW33,W3-3,tree 2,243,W3-3-243,243,1,3,WWF,3,Grenadier,Dec,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,,,,,,,,
HMW34,W3-4,tree 1,232,W3-4-232,232,1,4,WWF,3,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,
HMW34,W3-4,tree 2,233,W3-4-233,233,1,4,WWF,3,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW35,W3-5,tree 1,218,W3-5-218,218,1,5,WWF,3,Braeburn,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW35,W3-5,tree 2,219,W3-5-219,219,1,5,WWF,3,Braeburn,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW36,W3-6,tree 1,195,W3-6-195,195,1,6,WWF,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW36,W3-6,tree 2,197,W3-6-197,197,1,6,WWF,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,
HMW37,W3-7,tree 1,207,W3-7-207,207,1,7,WWF,3,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,
HMW37,W3-7,tree 2,208,W3-7-208,208,1,7,WWF,3,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW38,W3-8,tree 1,184,W3-8-184,184,1,8,WWF,3,Rubens,Dec,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,
HMW38,W3-8,tree 2,185,W3-8-185,185,1,8,WWF,3,Rubens,Dec,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW42,W4-2,tree 1,80,W4-2-80,80,2,2,WWF,4,Golden Delicious,April,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,
HMW42,W4-2,tree 2,81,W4-2-81,81,2,2,WWF,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW43,W4-3,tree 1,56,W4-3-56,56,2,3,WWF,4,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,,,
HMW43,W4-3,tree 2,58,W4-3-58,58,2,3,WWF,4,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,
HMW44,W4-4,tree 1,19,W4-4-19,19,2,4,WWF,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW44,W4-4,tree 2,20,W4-4-20,20,2,4,WWF,4,Gala,April,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,3,3,0,0,0,0,,,,,,,,
HMW45,W4-5,tree 1,67,W4-5-67,67,2,5,WWF,4,Braeburn,April,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,,,,,,,,
HMW45,W4-5,tree 2,69,W4-5-69,69,2,5,WWF,4,Braeburn,April,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,
HMW46,W4-6,tree 1,45,W4-6-45,45,2,6,WWF,4,Jazz,April,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,2,12,2,0,0,0,0,,,,,,,,
HMW46,W4-6,tree 2,47,W4-6-47,47,2,6,WWF,4,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,,,,,,,,
HMW47,W4-7,tree 1,33,W4-7-33,33,2,7,WWF,4,Kanzi,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,
HMW47,W4-7,tree 2,34,W4-7-34,34,2,7,WWF,4,Kanzi,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW48,W4-8,tree 1,10,W4-8-10,10,2,8,WWF,4,Rubens,April,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,5,1,0,0,0,0,,,,,,,,
HMW48,W4-8,tree 2,11,W4-8-11,11,2,8,WWF,4,Rubens,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW52,W5-2,tree 1,140,W5-2-140,140,2,2,WWF,5,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,1,0,0,0,0,,,,,,,,
HMW52,W5-2,tree 2,141,W5-2-141,141,2,2,WWF,5,Golden Delicious,April,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,
HMW53,W5-3,tree 1,116,W5-3-116,116,2,3,WWF,5,Grenadier,April,0,0,0,0,0,0,3,2,4,0,0,2,3,1,0,0,6,10,3,0,0,0,0,,,,,,,,
HMW53,W5-3,tree 2,118,W5-3-118,118,2,3,WWF,5,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,1,0,0,0,0,0,,,,,,,,
HMW54,W5-4,tree 1,94,W5-4-94,94,2,4,WWF,5,Gala,April,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW54,W5-4,tree 2,96,W5-4-96,96,2,4,WWF,5,Gala,April,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,
HMW55,W5-5,tree 1,163,W5-5-163,163,2,5,WWF,5,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,9,19,9,0,0,0,0,,,,,,,,
HMW55,W5-5,tree 2,164,W5-5-164,164,2,5,WWF,5,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,6,6,0,0,0,0,,,,,,,,
HMW56,W5-6,tree 1,-,W5-6--,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMW56,W5-6,tree 2,-,W5-6--,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMW57,W5-7,tree 1,106,W5-7-106,106,2,7,WWF,5,Kanzi,April,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,,,,,,,,
HMW57,W5-7,tree 2,108,W5-7-108,108,2,7,WWF,5,Kanzi,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,
HMW58,W5-8,tree 1,127,W5-8-127,127,2,8,WWF,5,Rubens,April,0,0,0,0,0,0,0,3,1,0,0,1,7,0,0,0,0,6,2,0,0,0,0,,,,,,,,
HMW58,W5-8,tree 2,-,W5-8--,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
