ID,tree position,row,Cultivar number ,Site,block,Cultivar,planting date,A1,B1,C1,D1,E1,A2,B2,C2,D2,E2,A3,B3,C3,D3,E3,A4,B4,C4,D4,E4,Heath,comments
A2-4-67,67,2,4,Avalon,2,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,1,0,
A2-4-68,68,2,4,Avalon,2,Gala,Dec,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,14,19,3,0,
A2-4-69,69,2,4,Avalon,2,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,1,0,
A2-4-70,70,2,4,Avalon,2,Gala,Dec,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
A2-4-71,71,2,4,Avalon,2,Gala,Dec,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,4,0,0,
A2-4-72,72,2,4,Avalon,2,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,
A2-4-73,73,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,
A2-4-74,74,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
A2-4-75,75,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,
A2-4-76,76,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,
A2-4-77,77,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,
A2-4-78,78,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,5,5,1,0,
A2-4-79,79,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A2-4-80,80,2,4,Avalon,2,Gala,April,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,
A2-3-81,81,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
A2-3-82,82,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
A2-3-83,83,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
A2-3-84,84,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A2-3-85,85,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,
A2-3-86,86,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
A2-3-87,87,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A2-3-88,88,2,3,Avalon,2,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,
A2-3-89,89,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
A2-3-90,90,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,
A2-3-91,91,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
A2-3-92,92,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
A2-3-93,93,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
A2-3-94,94,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A2-3-95,95,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,
A2-3-96,96,2,3,Avalon,2,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
A2-7 (GD)-97,97,2,7 (GD),Avalon,2,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,20,9,0,0,
A2-7 (GD)-98,98,2,7 (GD),Avalon,2,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,0,0,
A2-7-99,99,2,7,Avalon,2,Kanzi,Dec,1,0,0,0,0,0,0,3,0,0,0,1,7,1,0,0,1,28,27,1,0,
A2-7-100,100,2,7,Avalon,2,Kanzi,Dec,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,11,13,0,0,
A2-7-101,101,2,7,Avalon,2,Kanzi,Dec,0,0,0,0,0,0,1,1,1,0,0,2,3,1,0,0,9,11,9,2,0,
A2-7-102,102,2,7,Avalon,2,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A2-7-103,103,2,7,Avalon,2,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,
A2-7-104,104,2,7,Avalon,2,Kanzi,Dec,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,16,10,0,0,
A2-7 (GD)-105,105,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,
A2-7 (GD)-106,106,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,10,9,0,0,
A2-7 (GD)-107,107,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,
A2-7 (GD)-108,108,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,2,0,0,
A2-7 (GD)-109,109,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,
A2-7 (GD)-110,110,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
A2-7 (GD)-111,111,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,11,5,0,0,
A2-7 (GD)-112,112,2,7 (GD),Avalon,2,Golden Delicious,April,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,4,11,8,1,0,
A3-2-1,1,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,13,25,9,0,0,
A3-2-2,2,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,0,0,
A3-2-3,3,3,2,Avalon,3,Golden Delicious,Dec,0,1,0,0,0,0,1,0,1,0,0,2,1,3,0,0,1,22,19,0,0,
A3-2-4,4,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,4,17,6,0,0,
A3-2-5,5,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,6,10,10,0,0,
A3-2-6,6,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,17,17,0,0,
A3-2-7,7,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,13,14,7,0,0,
A3-2-8,8,3,2,Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,18,17,0,0,
A3-2-9,9,3,2,Avalon,3,Golden Delicious,April,0,0,0,0,0,0,1,0,NA,NA,0,2,5,0,0,0,8,35,25,3,0,
A3-2-10,10,3,2,Avalon,3,Golden Delicious,April,0,1,0,0,0,0,1,0,NA,NA,0,2,3,0,0,0,2,7,8,3,0,
A3-2-11,11,3,2,Avalon,3,Golden Delicious,April,0,0,0,0,0,0,0,1,NA,NA,0,1,2,1,0,0,1,27,23,0,0,
A3-2-12,12,3,2,Avalon,3,Golden Delicious,April,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,9,24,22,0,0,
A3-2-13,13,3,2,Avalon,3,Golden Delicious,April,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,10,35,13,0,0,
A3-2-14,14,3,2,Avalon,3,Golden Delicious,April,0,1,0,0,0,0,1,2,1,0,0,0,5,2,0,0,4,33,27,8,0,
A3-2-15,15,3,2,Avalon,3,Golden Delicious,April,0,0,0,0,0,0,0,2,2,0,0,2,6,1,0,0,7,37,17,0,0,
A3-2-16,16,3,2,Avalon,3,Golden Delicious,April,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
A3-8-17,17,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,0,14,22,15,0,0,
A3-8-18,18,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,8,8,13,1,0,
A3-8-19,19,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,20,19,0,0,
A3-8-20,20,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,15,33,21,0,0,
A3-8-21,21,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,5,0,0,
A3-8-22,22,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,14,30,11,0,0,
A3-8-23,23,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14,11,0,0,
A3-8-24,24,3,8,Avalon,3,Rubens,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,
A3-8-25,25,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,11,23,14,1,0,
A3-8-26,26,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,21,22,10,0,0,
A3-8-27,27,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,
A3-8-28,28,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,1,8,27,12,0,0,
A3-8-29,29,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,12,11,1,0,
A3-8-30,30,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,9,3,9,0,0,
A3-8-31,31,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,2,1,0,0,0,2,4,1,0,0,11,23,12,0,0,
A3-8-32,32,3,8,Avalon,3,Rubens,April,0,0,0,0,0,0,0,2,1,0,0,1,5,1,0,0,0,29,19,0,0,
A3-6-33,33,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,22,18,1,0,
A3-6-34,34,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,10,16,8,0,0,
A3-6-35,35,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,16,32,17,0,0,
A3-6-36,36,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,13,8,0,0,
A3-6-37,37,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,14,17,5,0,0,
A3-6-38,38,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,
A3-6-39,39,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,
A3-6-40,40,3,6,Avalon,3,Jazz,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
A3-6-41,41,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,
A3-6-42,42,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,
A3-6-43,43,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,
A3-6-44,44,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,0,0,
A3-6-45,45,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,
A3-6-46,46,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
A3-6-47,47,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
A3-6-48,48,3,6,Avalon,3,Jazz,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
A3-7 (GD)-49,49,3,7 (GD),Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,0,
A3-7 (GD)-50,50,3,7 (GD),Avalon,3,Golden Delicious,Dec,0,0,0,0,0,0,0,1,1,0,0,3,5,1,0,0,9,52,29,0,0,
A3-7-51,51,3,7,Avalon,3,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,30,17,3,0,
A3-7-52,52,3,7,Avalon,3,Kanzi,Dec,0,0,0,0,0,0,1,2,3,0,0,1,3,2,0,0,12,36,28,2,0,
A3-7-53,53,3,7,Avalon,3,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10,18,5,0,0,
A3-7-54,54,3,7,Avalon,3,Kanzi,Dec,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,7,21,12,0,0,
A3-7-55,55,3,7,Avalon,3,Kanzi,Dec,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,8,4,0,0,
A3-7-56,56,3,7,Avalon,3,Kanzi,Dec,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,12,55,15,0,0,
A3-7-57,57,3,7,Avalon,3,Kanzi,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,11,0,0,
A3-7-58,58,3,7,Avalon,3,Kanzi,April,0,0,0,0,0,0,0,2,1,0,0,0,3,1,1,0,1,11,10,0,0,
A3-7-59,59,3,7,Avalon,3,Kanzi,April,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,3,16,11,4,0,
A3-7-60,60,3,7,Avalon,3,Kanzi,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,
A3-7-61,61,3,7,Avalon,3,Kanzi,April,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,9,17,11,0,0,
A3-7 (GD)-62,62,3,7 (GD),Avalon,3,Golden Delicious,April,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,13,6,0,0,
A3-7 (GD)-63,63,3,7 (GD),Avalon,3,Golden Delicious,April,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,3,11,10,0,0,
A3-7-64,64,3,7,Avalon,3,Kanzi,April,0,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,3,14,11,0,0,
A3-5-65,65,3,5,Avalon,3,Braeburn,Dec,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,9,11,3,0,0,
A3-5-66,66,3,5,Avalon,3,Braeburn,Dec,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,7,13,4,0,0,
A3-5-67,67,3,5,Avalon,3,Braeburn,Dec,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,16,0,0,
A3-5-68,68,3,5,Avalon,3,Braeburn,Dec,0,2,0,0,0,0,3,1,0,0,0,3,5,0,0,0,10,15,2,0,0,
A3-5-69,69,3,5,Avalon,3,Braeburn,Dec,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,8,9,0,0,
A3-5-70,70,3,5,Avalon,3,Braeburn,Dec,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,2,11,8,0,0,
A3-5-71,71,3,5,Avalon,3,Braeburn,Dec,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,
A3-5-72,72,3,5,Avalon,3,Braeburn,Dec,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,2,0,0,
A3-5-73,73,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,
A3-5-74,74,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
A3-5-75,75,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,
A3-5-76,76,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,
A3-5-77,77,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
A3-5-78,78,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,2,0,0,0,
A3-5-79,79,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,
A3-5-80,80,3,5,Avalon,3,Braeburn,April,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,2,0,0,0,
A3-4-81,81,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
A3-4-82,82,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
A3-4-83,83,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,3,1,0,0,0,4,2,0,0,10,24,27,0,0,
A3-4-84,84,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,13,11,0,0,
A3-4-85,85,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,5,13,14,5,0,
A3-4-86,86,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,6,14,14,5,0,
A3-4-87,87,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,19,15,0,0,
A3-4-88,88,3,4,Avalon,3,Gala,Dec,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,7,16,10,0,0,
A3-4-89,89,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,9,29,17,0,0,
A3-4-90,90,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,19,22,0,0,
A3-4-91,91,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,2,1,0,0,0,3,4,1,0,0,12,27,29,0,0,
A3-4-92,92,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,9,22,10,0,0,
A3-4-93,93,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,4,6,3,0,0,
A3-4-94,94,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,
A3-4-95,95,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,7,0,0,
A3-4-96,96,3,4,Avalon,3,Gala,April,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,
A3-3-97,97,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,
A3-3-98,98,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,2,0,8,5,0,0,
A3-3-99,99,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1,0,0,
A3-3-100,100,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
A3-3-101,101,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,5,0,0,
A3-3-102,102,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A3-3-103,103,3,3,Avalon,3,Grenadier,Dec,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,
A3-3-104,104,3,3,Avalon,3,Grenadier,Dec,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,3,0,0,
A3-3-105,105,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,10,8,1,0,
A3-3-106,106,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,18,16,8,4,0,
A3-3-107,107,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,12,11,2,0,0,
A3-3-108,108,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,5,6,1,0,
A3-3-109,109,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,4,1,0,
A3-3-110,110,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,6,7,0,0,
A3-3-111,111,3,3,Avalon,3,Grenadier,April,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,3,1,0,0,
A3-3-112,112,3,3,Avalon,3,Grenadier,April,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,
A4-4-1,1,4,4,Avalon,4,Gala,Dec,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,6,1,0,
A4-4-2,2,4,4,Avalon,4,Gala,Dec,0,0,1,0,0,0,1,1,2,0,0,3,2,0,0,1,5,9,6,1,0,
A4-4-3,3,4,4,Avalon,4,Gala,Dec,0,1,0,0,0,0,2,2,0,0,0,7,5,1,0,0,5,5,0,0,0,
A4-4-4,4,4,4,Avalon,4,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,
A4-4-5,5,4,4,Avalon,4,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
A4-4-6,6,4,4,Avalon,4,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A4-4-7,7,4,4,Avalon,4,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,
A4-4-8,8,4,4,Avalon,4,Gala,Dec,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,
A4-4-9,9,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,
A4-4-10,10,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
A4-4-11,11,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,
A4-4-12,12,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
A4-4-13,13,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A4-4-14,14,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
A4-4-15,15,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,
A4-4-16,16,4,4,Avalon,4,Gala,April,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,4,1,0,
A4-7 (GD)-17,17,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7,10,3,0,
A4-7 (GD)-18,18,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
A4-7 (GD)-19,19,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,4,1,0,0,
A4-7 (GD)-20,20,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,
A4-7 (GD)-21,21,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,
A4-7 (GD)-22,22,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,0,0,
A4-7 (GD)-23,23,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,5,4,0,0,
A4-7 (GD)-24,24,4,7 (GD),Avalon,4,Golden Delicious,Dec,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
A4-7 (GD)-25,25,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
A4-7 (GD)-26,26,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,
A4-7 (GD)-27,27,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,
A4-7 (GD)-28,28,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,
A4-7 (GD)-29,29,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,2,0,0,
A4-7 (GD)-30,30,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,6,2,0,
A4-7 (GD)-31,31,4,7 (GD),Avalon,4,Golden Delicious,April,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,5,12,2,0,
