Well,Target,Content,Replicate,Sample,Dilution,Cq,PlateID,Concentration,Efficiency,TCN,CqAdjusted,AdjustedTCN,mg,TCN_mg,AdjustedTCN_mg
A03,ITS,Unkn,1,A1-2,100,20.1848303120641,plate 3,0.01,1.8907102559818758,5.0978783338941544e7,18.548411659190794,6.214735576004612e7,140.9,1.809041282432276e7,2.2053710347780738e7
A04,ITS,Unkn,17,A1-2,500,22.7029699548658,plate 3,0.002,1.8907102559818758,5.0008767630556814e7,20.86240142219105,6.249025992014148e7,140.9,1.7746191494164944e7,2.217539386804169e7
A05,ITS,Unkn,17,A1-2,500,22.796991422334,plate 3,0.002,1.8907102559818758,4.705835275518634e7,20.94880040877847,5.885774844549674e7,140.9,1.6699202539100902e7,2.088635501969366e7
A06,ITS,Unkn,17,A1-2,500,22.8613590831264,plate 3,0.002,1.8907102559818758,4.513949184511289e7,21.007949673422175,5.649342972536738e7,140.9,1.6018272478748364e7,2.004734908636174e7
A07,ITS,Unkn,33,A3-4,100,19.4869120786379,plate 3,0.01,1.9425653540434176,8.006188285468552e7,18.667743411153804,5.7213724220427066e7,130.6,3.065156311435127e7,2.190418232022476e7
A08,ITS,Unkn,33,A3-4,100,19.6619673793872,plate 3,0.01,1.9425653540434176,7.149159681567046e7,18.83543993608105,5.093526079014509e7,130.6,2.7370442885019317e7,1.9500482691479743e7
A09,ITS,Unkn,33,A3-4,100,19.6660258328198,plate 3,0.01,1.9425653540434176,7.130418653129287e7,18.839327784859762,5.079818261592075e7,130.6,2.7298693158994205e7,1.9448002532894623e7
A10,ITS,Unkn,45,A3-4,500,22.0203220846602,plate 3,0.002,1.9425653540434176,7.776662207340457e7,21.09465680599166,5.319814561444996e7,130.6,2.9772826214932833e7,2.0366824507829234e7
A11,ITS,Unkn,45,A3-4,500,21.9860043459789,plate 3,0.002,1.9425653540434176,7.951199499750014e7,21.06178167741468,5.442430523839141e7,130.6,3.044103943242731e7,2.0836257748235606e7
A12,ITS,Unkn,45,A3-4,500,22.080032239668,plate 3,0.002,1.9425653540434176,7.482063915310015e7,21.15185693335036,5.113020568467365e7,130.6,2.8644961390926547e7,1.957511703088578e7
A13,16S,Unkn,57,A1-2,100,16.3464067768423,plate 3,0.01,1.9463878597003714,4.134866243802103e7,15.705614992559026,6.483569061302677e7,140.9,1.4673052674954232e7,2.300769716572987e7
A14,16S,Unkn,57,A1-2,100,15.9757843550821,plate 3,0.01,1.9463878597003714,5.363520354054922e7,15.34952125628777,8.324791662186685e7,140.9,1.9033074357895393e7,2.9541489219966944e7
A15,16S,Unkn,57,A1-2,100,15.9288063108557,plate 3,0.01,1.9463878597003714,5.5433426581899226e7,15.30438478771729,8.592780939982422e7,140.9,1.967119467065267e7,3.049248026963244e7
A16,16S,Unkn,73,A1-2,500,18.422795005276,plate 3,0.002,1.9463878597003714,4.813055421982693e7,17.700607197026912,7.990759202282839e7,140.9,1.7079685670627017e7,2.8356136274956845e7
A17,16S,Unkn,73,A1-2,500,18.5009120760947,plate 3,0.002,1.9463878597003714,4.5562336118840456e7,17.775662018271362,7.580654898333085e7,140.9,1.6168323675954739e7,2.6900833563992493e7
A18,16S,Unkn,73,A1-2,500,18.5772798391069,plate 3,0.002,1.9463878597003714,4.3184152510098234e7,17.849036105927848,7.200087921683319e7,140.9,1.5324397626010729e7,2.5550347486456063e7
A19,16S,Unkn,89,A3-4,100,15.9490679222309,plate 3,0.01,1.9190045619892757,5.465057579335553e7,14.997835865396722,1.0655864065087184e8,130.6,2.0922885066368885e7,4.079580423080851e7
A20,16S,Unkn,89,A3-4,100,15.8279521272586,plate 3,0.01,1.9190045619892757,5.950017895512413e7,14.88394364156528,1.1542769244759336e8,130.6,2.277954783886835e7,4.4191306450074024e7
A21,16S,Unkn,89,A3-4,100,15.8026699130133,plate 3,0.01,1.9190045619892757,6.056557475979758e7,14.86016930557187,1.1737021248047392e8,130.6,2.3187432909570284e7,4.493499712116153e7
A22,16S,Unkn,101,A3-4,500,18.3552538289561,plate 3,0.002,1.9190045619892757,5.046747303566384e7,17.26051237205289,1.0883183827272734e8,130.6,1.9321390901862115e7,4.166609428511766e7
A23,16S,Unkn,101,A3-4,500,18.1833869164764,plate 3,0.002,1.9190045619892757,5.693864738156306e7,17.098895921697807,1.2190642095437108e8,130.6,2.179886959477912e7,4.6671677241336554e7
A24,16S,Unkn,101,A3-4,500,18.4486357305359,plate 3,0.002,1.9190045619892757,4.7265365768824704e7,17.348324803445216,1.0232584618729983e8,130.6,1.8095469283623546e7,3.91752856766079e7
B07,ITS,Unkn,34,A3-5,100,19.3973237076369,plate 3,0.01,1.9753101046231136,8.48379235753543e7,19.04970737824604,4.3905366513986334e7,131.5,3.2257765618005436e7,1.6694055708740052e7
B08,ITS,Unkn,34,A3-5,100,19.4086370340264,plate 3,0.01,1.9753101046231136,8.42194229461279e7,19.060817960326478,4.3568538159156814e7,131.5,3.202259427609426e7,1.656598409093415e7
B09,ITS,Unkn,34,A3-5,100,19.4657934075538,plate 3,0.01,1.9753101046231136,8.116293898346108e7,19.116950043644245,4.190593621757737e7,131.5,3.0860433073559348e7,1.5933816052310787e7
B10,ITS,Unkn,46,A3-5,500,21.7504403360839,plate 3,0.002,1.9753101046231136,9.259756729101823e7,21.360654180724357,4.4240833990366034e7,131.5,3.520820049088146e7,1.6821609882268455e7
B11,ITS,Unkn,46,A3-5,500,21.8272241890406,plate 3,0.002,1.9753101046231136,8.811137363547878e7,21.436062002558224,4.198781635608643e7,131.5,3.3502423435543265e7,1.596494918482374e7
B12,ITS,Unkn,46,A3-5,500,21.7869845418096,plate 3,0.002,1.9753101046231136,9.043463200039966e7,21.396543483596115,4.315385009713903e7,131.5,3.438579163513295e7,1.6408308021725867e7
B19,16S,Unkn,90,A3-5,100,16.4390783664968,plate 3,0.01,2.060414021266845,3.874444779624041e7,16.4390783664968,3.874444779624041e7,131.5,1.4731729200091412e7,1.4731729200091412e7
B20,16S,Unkn,90,A3-5,100,16.4905935397169,plate 3,0.01,2.060414021266845,3.736839870590735e7,16.4905935397169,3.736839870590735e7,131.5,1.4208516618215723e7,1.4208516618215723e7
B21,16S,Unkn,90,A3-5,100,16.1636553306225,plate 3,0.01,2.060414021266845,4.7008384437555276e7,16.1636553306225,4.7008384437555276e7,131.5,1.7873910432530522e7,1.7873910432530522e7
B22,16S,Unkn,102,A3-5,500,18.5773407614872,plate 3,0.002,2.060414021266845,4.3182305751643665e7,18.5773407614872,4.3182305751643665e7,131.5,1.6419127662221927e7,1.6419127662221927e7
B23,16S,Unkn,102,A3-5,500,18.6210166341285,plate 3,0.002,2.060414021266845,4.1878463643190995e7,18.6210166341285,4.1878463643190995e7,131.5,1.59233702065365e7,1.59233702065365e7
B24,16S,Unkn,102,A3-5,500,18.5739950998364,plate 3,0.002,2.060414021266845,4.328384081538536e7,18.5739950998364,4.328384081538536e7,131.5,1.6457734150336638e7,1.6457734150336638e7
C07,ITS,Unkn,35,A3-6,100,20.0556616343829,plate 3,0.01,1.9098217157686102,5.542060991631024e7,18.720716026271973,5.515106104184008e7,131.6,2.1056462734160427e7,2.095405054781158e7
C08,ITS,Unkn,35,A3-6,100,20.1314527327966,plate 3,0.01,1.9098217157686102,5.276944758479183e7,18.79146231510493,5.251182561667515e7,131.6,2.0049182213066805e7,1.9951301526092384e7
C09,ITS,Unkn,35,A3-6,100,20.2011656522551,plate 3,0.01,1.9098217157686102,5.0443019757066e7,18.856535000929842,5.0195904784051366e7,131.6,1.9165281062715042e7,1.9071392395156294e7
C10,ITS,Unkn,47,A3-6,500,22.5786820379193,plate 3,0.002,1.9098217157686102,5.419472831808911e7,21.07579906288047,5.389807324004577e7,131.6,2.05907022485141e7,2.0477991352600977e7
C11,ITS,Unkn,47,A3-6,500,22.6267752802832,plate 3,0.002,1.9098217157686102,5.253494294209103e7,21.120691121267303,5.224676247048047e7,131.6,1.9960084704441883e7,1.985059364379957e7
C12,ITS,Unkn,47,A3-6,500,22.6453264022245,plate 3,0.002,1.9098217157686102,5.190838191522103e7,21.138007442820935,5.162340563264599e7,131.6,1.97220296030475e7,1.9613755939455163e7
C19,16S,Unkn,91,A3-6,100,16.2524703408543,plate 3,0.01,1.9878243310051176,4.416711765117889e7,16.109290432386267,4.883701197785576e7,131.6,1.678081977628377e7,1.8555095736267384e7
C20,16S,Unkn,91,A3-6,100,16.2220119469043,plate 3,0.01,1.9878243310051176,4.5121616133278325e7,16.07910036872492,4.988303501843494e7,131.6,1.714347117525772e7,1.8952520903660692e7
C21,16S,Unkn,91,A3-6,100,16.1386765237884,plate 3,0.01,1.9878243310051176,4.78399150339478e7,15.99649910835497,5.2860930606725276e7,131.6,1.8176259511378344e7,2.0083940200123586e7
C22,16S,Unkn,103,A3-6,500,18.5819378762966,plate 3,0.002,1.9878243310051176,4.304317960932466e7,18.4182359830774,4.8284832861924596e7,131.6,1.6353791644880189e7,1.8345301239333052e7
C23,16S,Unkn,103,A3-6,500,18.5151867247699,plate 3,0.002,1.9878243310051176,4.5108064659437835e7,18.352072891308094,5.0580288801706344e7,131.6,1.7138322438996136e7,1.9217434955055602e7
C24,16S,Unkn,103,A3-6,500,18.5437306172482,plate 3,0.002,1.9878243310051176,4.421323203681599e7,18.380365319742673,4.958565285290316e7,131.6,1.679834043951975e7,1.8839533758701805e7
D07,ITS,Unkn,36,A3-7,100,19.8810383461565,plate 3,0.01,1.8574749504059251,6.204699544479038e7,17.76058156748024,1.0729590423834498e8,130.1,2.384588602797478e7,4.1235935525882006e7
D08,ITS,Unkn,36,A3-7,100,20.0139895883116,plate 3,0.01,1.8574749504059251,5.693462275475579e7,17.87935259642149,9.88165078146107e7,130.1,2.188110021320361e7,3.7977135977944165e7
D09,ITS,Unkn,36,A3-7,100,19.9611736711078,plate 3,0.01,1.8574749504059251,5.8913084976093456e7,17.83216987944128,1.0210168629917866e8,130.1,2.264146232747635e7,3.9239694965095565e7
D10,ITS,Unkn,48,A3-7,500,22.5396437376419,plate 3,0.002,1.8574749504059251,5.5580494230703756e7,20.13562743224251,1.0341727785483253e8,130.1,2.136068187190767e7,3.9745302788175456e7
D11,ITS,Unkn,48,A3-7,500,22.5443583598397,plate 3,0.002,1.8574749504059251,5.541127292378639e7,20.139839205825258,1.0311580389975733e8,130.1,2.1295646780855644e7,3.9629440391912885e7
D12,ITS,Unkn,48,A3-7,500,22.5696369933618,plate 3,0.002,1.8574749504059251,5.451269850818299e7,20.162421689937336,1.0151430060128136e8,130.1,2.095030688246848e7,3.901395103815579e7
D19,16S,Unkn,92,A3-7,100,16.6558793372761,plate 3,0.01,2.0521484683809756,3.327478282285047e7,16.6558793372761,3.327478282285047e7,130.1,1.278815635005783e7,1.278815635005783e7
D20,16S,Unkn,92,A3-7,100,16.6236425426637,plate 3,0.01,2.0521484683809756,3.403635021965912e7,16.6236425426637,3.403635021965912e7,130.1,1.3080841744680677e7,1.3080841744680677e7
D21,16S,Unkn,92,A3-7,100,16.6497943187674,plate 3,0.01,2.0521484683809756,3.3417219923522264e7,16.6497943187674,3.3417219923522264e7,130.1,1.2842897741553523e7,1.2842897741553523e7
D22,16S,Unkn,104,A3-7,500,18.9582512762464,plate 3,0.002,2.0521484683809756,3.305071947985399e7,18.9582512762464,3.305071947985399e7,130.1,1.2702044381189082e7,1.2702044381189082e7
D23,16S,Unkn,104,A3-7,500,18.8861495685457,plate 3,0.002,2.0521484683809756,3.4766577918604836e7,18.8861495685457,3.4766577918604836e7,130.1,1.33614826743293e7,1.33614826743293e7
D24,16S,Unkn,104,A3-7,500,18.8012864555535,plate 3,0.002,2.0521484683809756,3.69006003491443e7,18.8012864555535,3.69006003491443e7,130.1,1.4181629649940163e7,1.4181629649940163e7
E07,ITS,Unkn,37,A3-8,100,19.6852122698405,plate 3,0.01,1.8591732020362024,7.04248294806984e7,17.611595220598506,1.1896864179605338e8,132.6,2.6555365565874208e7,4.485997051133234e7
E08,ITS,Unkn,37,A3-8,100,19.5888584148937,plate 3,0.01,1.8591732020362024,7.495323354393423e7,17.525391167118872,1.262939391767154e8,132.6,2.8262908576144125e7,4.7622149010827824e7
E09,ITS,Unkn,37,A3-8,100,19.6623796283664,plate 3,0.01,1.8591732020362024,7.147253762722056e7,17.59116774265482,1.2066513054773808e8,132.6,2.695042896954018e7,4.549967215223909e7
E10,ITS,Unkn,49,A3-8,500,22.1075994044062,plate 3,0.002,1.8591732020362024,7.349844464310868e7,19.778810950698546,1.3243585083074117e8,132.6,2.7714345642197844e7,4.993810363150119e7
E11,ITS,Unkn,49,A3-8,500,22.2003100750967,plate 3,0.002,1.8591732020362024,6.922084609792507e7,19.86175558865568,1.2503648085636346e8,132.6,2.610137484838803e7,4.714799428972981e7
E12,ITS,Unkn,49,A3-8,500,22.4144875665269,plate 3,0.002,1.8591732020362024,6.026666743411145e7,20.053371875679975,1.0948496703431661e8,132.6,2.272498772025319e7,4.128392422108469e7
E19,16S,Unkn,93,A3-8,100,16.1860316260783,plate 3,0.01,2.015079797487188,4.627577035600304e7,16.1860316260783,4.627577035600304e7,132.6,1.7449385503771883e7,1.7449385503771883e7
E20,16S,Unkn,93,A3-8,100,16.2601989891094,plate 3,0.01,2.015079797487188,4.3928147769954726e7,16.2601989891094,4.3928147769954726e7,132.6,1.6564158284296652e7,1.6564158284296652e7
E21,16S,Unkn,93,A3-8,100,16.2163963622336,plate 3,0.01,2.015079797487188,4.529983513760774e7,16.2163963622336,4.529983513760774e7,132.6,1.7081385798494622e7,1.7081385798494622e7
E22,16S,Unkn,105,A3-8,500,18.4995529864222,plate 3,0.002,2.015079797487188,4.560582511642981e7,18.4995529864222,4.560582511642981e7,132.6,1.719676663515453e7,1.719676663515453e7
E23,16S,Unkn,105,A3-8,500,18.5137751642782,plate 3,0.002,2.015079797487188,4.515278313493856e7,18.5137751642782,4.515278313493856e7,132.6,1.7025936325391613e7,1.7025936325391613e7
E24,16S,Unkn,105,A3-8,500,18.5404044012007,plate 3,0.002,2.015079797487188,4.431658619454039e7,18.5404044012007,4.431658619454039e7,132.6,1.671062827848431e7,1.671062827848431e7
F01,ITS,Unkn,6,A1-7,100,19.6300528199429,plate 3,0.01,1.8224225545039223,7.298260995865221e7,16.996828601335395,1.82177901953342e8,157.8,2.3125034841144554e7,5.7724303534012035e7
F02,ITS,Unkn,6,A1-7,100,19.6825331262301,plate 3,0.01,1.8224225545039223,7.054696608324389e7,17.04226906851554,1.7652928110083458e8,157.8,2.2353284563765492e7,5.593449971509334e7
F03,ITS,Unkn,6,A1-7,100,19.8398932371401,plate 3,0.01,1.8224225545039223,6.37203118563117e7,17.17852050188444,1.6062050395483962e8,157.8,2.0190212882228043e7,5.089369580318112e7
F04,ITS,Unkn,22,A1-7,500,22.2975125720523,plate 3,0.002,1.8224225545039223,6.500308394959798e7,19.30646865291504,1.8373621511281082e8,157.8,2.0596667918123566e7,5.821806562509848e7
F05,ITS,Unkn,22,A1-7,500,22.4769853826055,plate 3,0.002,1.8224225545039223,5.787917568699751e7,19.46186653327497,1.6497393848474973e8,157.8,1.8339409279783748e7,5.2273111053469494e7
F06,ITS,Unkn,22,A1-7,500,22.4229357697337,plate 3,0.002,1.8224225545039223,5.993826732955213e7,19.41506727020742,1.7041323645342687e8,157.8,1.899184642888217e7,5.399658949728354e7
F07,ITS,Unkn,38,A5-2,100,19.8350870346879,plate 3,0.01,1.8392905413423,6.391869412063128e7,17.438004694060727,1.3418020743888289e8,140.5,2.2746866235100098e7,4.775096350138181e7
F08,ITS,Unkn,38,A5-2,100,19.8818220753113,plate 3,0.01,1.8392905413423,6.201555241348e7,17.479091776579843,1.3041273851275878e8,140.5,2.206959160622064e7,4.6410227228739776e7
F09,ITS,Unkn,38,A5-2,100,19.8231966703621,plate 3,0.01,1.8392905413423,6.441214254407442e7,17.427551287500687,1.351559743932127e8,140.5,2.2922470656254243e7,4.80982115278337e7
F10,ITS,Unkn,50,A5-2,500,22.4778480854331,plate 3,0.002,1.8392905413423,5.784688999364254e7,19.76138646332559,1.3404507417258824e8,140.5,2.0586081848271366e7,4.770287337102784e7
F11,ITS,Unkn,50,A5-2,500,22.4609165263281,plate 3,0.002,1.8392905413423,5.848383916930752e7,19.7465010934437,1.3543527758104673e8,140.5,2.0812754152778476e7,4.8197607680087805e7
F12,ITS,Unkn,50,A5-2,500,22.5246638179046,plate 3,0.002,1.8392905413423,5.6121603704647616e7,19.802544486033845,1.3027499343662734e8,140.5,1.997210096250805e7,4.636120762869301e7
F13,16S,Unkn,62,A1-7,100,16.4258113745971,plate 3,0.01,2.009466406615037,3.910696107876407e7,16.4258113745971,3.910696107876407e7,157.8,1.239130579175034e7,1.239130579175034e7
F14,16S,Unkn,62,A1-7,100,16.0616970442694,plate 3,0.01,2.009466406615037,5.049617368602834e7,16.0616970442694,5.049617368602834e7,157.8,1.6000055033595797e7,1.6000055033595797e7
F15,16S,Unkn,62,A1-7,100,16.139533203514,plate 3,0.01,2.009466406615037,4.781115453415558e7,16.139533203514,4.781115453415558e7,157.8,1.5149288508921284e7,1.5149288508921284e7
F16,16S,Unkn,78,A1-7,500,18.5169598649814,plate 3,0.002,2.009466406615037,4.50519540302977e7,18.5169598649814,4.50519540302977e7,157.8,1.427501711986619e7,1.427501711986619e7
F17,16S,Unkn,78,A1-7,500,18.5406345959521,plate 3,0.002,2.009466406615037,4.430942567152028e7,18.5406345959521,4.430942567152028e7,157.8,1.4039741974499453e7,1.4039741974499453e7
F18,16S,Unkn,78,A1-7,500,18.4880984163674,plate 3,0.002,2.009466406615037,4.597400870493894e7,18.4880984163674,4.597400870493894e7,157.8,1.4567176395734772e7,1.4567176395734772e7
F19,16S,Unkn,94,A5-2,100,16.1105409638833,plate 3,0.01,1.990667834982614,4.8794159964487225e7,16.001835273423787,5.2663293250075564e7,140.5,1.7364469738251682e7,1.874138549824753e7
F20,16S,Unkn,94,A5-2,100,16.1623099183341,plate 3,0.01,1.990667834982614,4.705280191925927e7,16.05325491744792,5.079630819711157e7,140.5,1.6744769366284437e7,1.8076978006089527e7
F21,16S,Unkn,94,A5-2,100,16.1563220334006,plate 3,0.01,1.990667834982614,4.725099574063889e7,16.047307435699363,5.100882353491056e7,140.5,1.681530097531633e7,1.8152606240181692e7
F22,16S,Unkn,106,A5-2,500,18.4792809372297,plate 3,0.002,1.990667834982614,4.625945189103317e7,18.354592200955715,5.049091772112151e7,140.5,1.646243839538547e7,1.7968298121395554e7
F23,16S,Unkn,106,A5-2,500,18.4954212907206,plate 3,0.002,1.990667834982614,4.5738288765097424e7,18.37062364759647,4.992589917477602e7,140.5,1.6276971090782002e7,1.7767223905614242e7
F24,16S,Unkn,106,A5-2,500,18.4675758188024,plate 3,0.002,1.990667834982614,4.664111471011912e7,18.342966062680812,5.090466986016356e7,140.5,1.6598261462675843e7,1.811554087550305e7
G01,ITS,Unkn,7,A1-8,100,20.2309071747617,plate 3,0.01,1.9232659353415418,4.948197928550585e7,19.089039611191975,4.272454290010457e7,131.5,1.8814440792968005e7,1.6245073346047364e7
G02,ITS,Unkn,7,A1-8,100,20.2768467272509,plate 3,0.01,1.9232659353415418,4.803338891011906e7,19.13238625549277,4.1459951035819635e7,131.5,1.82636459734293e7,1.5764239937574007e7
G03,ITS,Unkn,7,A1-8,100,20.2475266596996,plate 3,0.01,1.9232659353415418,4.89529492523729e7,19.104721063514237,4.226266092721813e7,131.5,1.861328868911517e7,1.6069452824037313e7
G04,ITS,Unkn,23,A1-8,500,22.6472872024702,plate 3,0.002,1.9232659353415418,5.184259444212016e7,21.36903495031171,4.398457928643252e7,131.5,1.971201309586318e7,1.6724174633624533e7
G05,ITS,Unkn,23,A1-8,500,22.7992996885577,plate 3,0.002,1.9232659353415418,4.69881512876544e7,21.51246758747689,3.9821986073570736e7,131.5,1.7866217219640456e7,1.51414395716999e7
G06,ITS,Unkn,23,A1-8,500,22.6911570178601,plate 3,0.002,1.9232659353415418,5.0392308689187646e7,21.410428677072428,4.274050890128888e7,131.5,1.9160573646078955e7,1.6251144068931134e7
G07,ITS,Unkn,39,A5-3,100,20.5520146879628,plate 3,0.01,1.9041396259270869,4.0202407089974396e7,19.095683962075864,4.252822687387766e7,157.3,1.2778896087086583e7,1.3518190360418836e7
G08,ITS,Unkn,39,A5-3,100,20.725707563883,plate 3,0.01,1.9041396259270869,3.593055642031516e7,19.257068834332635,3.802730856309923e7,157.3,1.142102874135892e7,1.2087510668499436e7
G09,ITS,Unkn,39,A5-3,100,20.69731766112,plate 3,0.01,1.9041396259270869,3.6596394829234526e7,19.230690660751737,3.8728993464544006e7,157.3,1.1632674770894635e7,1.231055100589447e7
G10,ITS,Unkn,51,A5-3,500,23.1245711215093,plate 3,0.002,1.9041396259270869,3.807358398270792e7,21.48594717351572,4.056078543401041e7,157.3,1.2102219956359794e7,1.2892811644631406e7
G11,ITS,Unkn,51,A5-3,500,23.1689920872704,plate 3,0.002,1.9041396259270869,3.699529351581867e7,21.52722043729754,3.941684556798919e7,157.3,1.1759470284748463e7,1.2529194395419322e7
G12,ITS,Unkn,51,A5-3,500,23.1785059394766,plate 3,0.002,1.9041396259270869,3.6768351390670374e7,21.536060131008828,3.917606872429948e7,157.3,1.1687333563468013e7,1.2452660115797672e7
G13,16S,Unkn,63,A1-8,100,16.7302737940851,plate 3,0.01,1.9535691140967326,3.158168022863722e7,16.163323238413767,4.701934424067286e7,131.5,1.2008243432941908e7,1.7878077658050515e7
G14,16S,Unkn,63,A1-8,100,16.6083707314009,plate 3,0.01,1.9535691140967326,3.4403194390387066e7,16.045551190557983,5.1071747530809e7,131.5,1.3081062505850596e7,1.9418915410953995e7
G15,16S,Unkn,63,A1-8,100,16.7106990588518,plate 3,0.01,1.9535691140967326,3.2018634967399627e7,16.144411846001645,4.7647697768899366e7,131.5,1.2174385919163357e7,1.8116995349391393e7
G16,16S,Unkn,79,A1-8,500,18.9594679822978,plate 3,0.002,1.9535691140967326,3.3022503232491165e7,18.316975155217055,5.184194051940198e7,131.5,1.2556084879274208e7,1.971176445604638e7
G17,16S,Unkn,79,A1-8,500,19.1727557870795,plate 3,0.002,1.9535691140967326,2.8430649032425836e7,18.523035126137383,4.486023246118663e7,131.5,1.0810132711948987e7,1.705712260881621e7
G18,16S,Unkn,79,A1-8,500,19.127238461599,plate 3,0.002,1.9535691140967326,2.9353726902844872e7,18.479060278281068,4.6266617841154374e7,131.5,1.1161112890815541e7,1.759186990157961e7
G19,16S,Unkn,95,A5-3,100,16.5422353119875,plate 3,0.01,2.008579130280457,3.6038018628357306e7,16.5422353119875,3.6038018628357306e7,157.3,1.1455187103737222e7,1.1455187103737222e7
G20,16S,Unkn,95,A5-3,100,16.5383752645643,plate 3,0.01,2.008579130280457,3.613580091438984e7,16.5383752645643,3.613580091438984e7,157.3,1.1486268567828938e7,1.1486268567828938e7
G21,16S,Unkn,95,A5-3,100,16.5112116112959,plate 3,0.01,2.008579130280457,3.683145146803328e7,16.5112116112959,3.683145146803328e7,157.3,1.1707390803570652e7,1.1707390803570652e7
G22,16S,Unkn,107,A5-3,500,18.893337645548,plate 3,0.002,2.008579130280457,3.4591594232417434e7,18.893337645548,3.4591594232417434e7,157.3,1.099542092575252e7,1.099542092575252e7
G23,16S,Unkn,107,A5-3,500,18.8179094481765,plate 3,0.002,2.008579130280457,3.647251597887018e7,18.8179094481765,3.647251597887018e7,157.3,1.1593298149672657e7,1.1593298149672657e7
G24,16S,Unkn,107,A5-3,500,18.8036075822829,plate 3,0.002,2.008579130280457,3.684052495347794e7,18.8036075822829,3.684052495347794e7,157.3,1.171027493753272e7,1.171027493753272e7
H07,ITS,Unkn,40,A5-4,100,19.7763331296586,plate 3,0.01,1.827335800965393,6.639434891258975e7,17.200303092183297,1.582135848898654e8,137.5,2.4143399604578093e7,5.7532212687223785e7
H08,ITS,Unkn,40,A5-4,100,19.7869825745882,plate 3,0.01,1.827335800965393,6.593861534882945e7,17.209565359326135,1.5720108922895932e8,137.5,2.3977678308665253e7,5.7164032446894296e7
H09,ITS,Unkn,40,A5-4,100,19.7711085700464,plate 3,0.01,1.827335800965393,6.661907965279389e7,17.195759074429155,1.5871269156022128e8,137.5,2.4225119873743232e7,5.771370602189865e7
H10,ITS,Unkn,52,A5-4,500,22.4430690125163,plate 3,0.002,1.827335800965393,5.916283998471078e7,19.519674694149497,1.5849419200186417e8,137.5,2.1513759994440284e7,5.763425163704152e7
H11,ITS,Unkn,52,A5-4,500,22.4603188793093,plate 3,0.002,1.827335800965393,5.8506449779578835e7,19.534677623923894,1.568545135828366e8,137.5,2.1275072647119578e7,5.7038004939213306e7
H12,ITS,Unkn,52,A5-4,500,22.4400621411718,plate 3,0.002,1.827335800965393,5.927800854508061e7,19.517059492527157,1.5878175809473148e8,137.5,2.1555639470938403e7,5.7738821125356905e7
H19,16S,Unkn,96,A5-4,100,16.7066594427984,plate 3,0.01,2.0784298549106084,3.2109558631184395e7,16.7066594427984,3.2109558631184395e7,137.5,1.1676203138612507e7,1.1676203138612507e7
H20,16S,Unkn,96,A5-4,100,16.6654554640849,plate 3,0.01,2.0784298549106084,3.305185495717256e7,16.6654554640849,3.305185495717256e7,137.5,1.201885634806275e7,1.201885634806275e7
H21,16S,Unkn,96,A5-4,100,16.6708518531767,plate 3,0.01,2.0784298549106084,3.2926888086023323e7,16.6708518531767,3.2926888086023323e7,137.5,1.1973413849463027e7,1.1973413849463027e7
H22,16S,Unkn,108,A5-4,500,18.9343108514718,plate 3,0.002,2.0784298549106084,3.3610844863170825e7,18.9343108514718,3.3610844863170825e7,137.5,1.222212540478939e7,1.222212540478939e7
H23,16S,Unkn,108,A5-4,500,18.8464178634342,plate 3,0.002,2.0784298549106084,3.5749881620384485e7,18.8464178634342,3.5749881620384485e7,137.5,1.2999956952867085e7,1.2999956952867085e7
H24,16S,Unkn,108,A5-4,500,18.861786592325,plate 3,0.002,2.0784298549106084,3.536627144741153e7,18.861786592325,3.536627144741153e7,137.5,1.2860462344513284e7,1.2860462344513284e7
I01,ITS,Unkn,9,A2-3,100,19.5046548461037,plate 3,0.01,1.87807061640136,7.914838948642531e7,17.734632971320583,1.0924320923930797e8,148.3,2.6685229091849394e7,3.683183049201213e7
I02,ITS,Unkn,9,A2-3,100,19.5376268339244,plate 3,0.01,1.87807061640136,7.747840494511178e7,17.764612794442225,1.0699651289673997e8,148.3,2.6122186427886643e7,3.6074346897080235e7
I03,ITS,Unkn,9,A2-3,100,19.5708185485352,plate 3,0.01,1.87807061640136,7.583287856979868e7,17.794792404435633,1.0478151079424664e8,148.3,2.556738994261587e7,3.532754915517419e7
I04,ITS,Unkn,25,A2-3,500,22.0506079239199,plate 3,0.002,1.87807061640136,7.625816119163427e7,20.04954414270662,1.0977583630696219e8,148.3,2.571077585692322e7,3.701140806033789e7
I05,ITS,Unkn,25,A2-3,500,22.1674010317612,plate 3,0.002,1.87807061640136,7.070996692720653e7,20.155738429018694,1.0198565484748556e8,148.3,2.3840177655834973e7,3.438491397420281e7
I06,ITS,Unkn,25,A2-3,500,22.0561022689632,plate 3,0.002,1.87807061640136,7.598765416201748e7,20.054539883135227,1.0939636375885932e8,148.3,2.5619573217133336e7,3.688346721471993e7
I07,ITS,Unkn,41,A5-5,100,21.5610767750079,plate 3,0.01,1.923264934896761,2.093241723033917e7,20.34411594652072,1.7900361480283707e7,129.6,8.075778252445667e6,6.906003657516862e6
I08,ITS,Unkn,41,A5-5,100,21.4704322554587,plate 3,0.01,1.923264934896761,2.2196283972604007e7,20.25858762922614,1.899364821998161e7,129.6,8.563381162270064e6,7.327796381165745e6
I09,ITS,Unkn,41,A5-5,100,21.5989270182535,plate 3,0.01,1.923264934896761,2.042620714814846e7,20.379829827846212,1.746267822914563e7,129.6,7.880481152835053e6,6.737144378528407e6
