Well,Target,Content,Replicate,Sample,Dilution,Cq,PlateID,Concentration,Efficiency,TCN,CqAdjusted,AdjustedTCN,mg,TCN_mg,AdjustedTCN_mg
I10,ITS,Unkn,53,A5-5,500,24.0669481578049,plate 3,0.002,1.923264934896761,2.0697698978143778e7,22.708549712545917,1.7380662210216995e7,129.6,7.985223371197444e6,6.705502395917051e6
I11,ITS,Unkn,53,A5-5,500,24.011038656236,plate 3,0.002,1.923264934896761,2.1459832730324265e7,22.655795882377827,1.8027969078065936e7,129.6,8.279256454600411e6,6.955234983821734e6
I12,ITS,Unkn,53,A5-5,500,23.9349184535213,plate 3,0.002,1.923264934896761,2.2542782814181715e7,22.583972093331468,1.8948198224078555e7,129.6,8.697061270903438e6,7.310261660524134e6
I13,16S,Unkn,65,A2-3,100,15.7681772497851,plate 3,0.01,1.9668922023156514,6.2049934062142015e7,15.388446291240422,8.100403137629093e7,148.3,2.0920409326413356e7,2.7310866950873543e7
I14,16S,Unkn,65,A2-3,100,15.8225851213178,plate 3,0.01,1.9668922023156514,5.972476709556903e7,15.441543906496685,7.804035211985132e7,148.3,2.013646901401518e7,2.6311649399815008e7
I15,16S,Unkn,65,A2-3,100,15.7871528877216,plate 3,0.01,1.9668922023156514,6.1228889803376704e7,15.406964955801465,7.995783150714885e7,148.3,2.0643590628245685e7,2.695813604421741e7
I16,16S,Unkn,81,A2-3,500,18.0985801908947,plate 3,0.002,1.9668922023156514,6.0431231194621235e7,17.66272821540528,8.206082572906405e7,148.3,2.0374656505266767e7,2.7667169834478773e7
I17,16S,Unkn,81,A2-3,500,18.1921869369842,plate 3,0.002,1.9668922023156514,5.658800190116326e7,17.75408071366031,7.696371679678169e7,148.3,1.907889477449874e7,2.594865704544224e7
I18,16S,Unkn,81,A2-3,500,18.2248226697222,plate 3,0.002,1.9668922023156514,5.530634832075265e7,17.78593050913498,7.526208748709174e7,148.3,1.8646779609154634e7,2.5374945208055202e7
I19,16S,Unkn,97,A5-5,100,16.283156351824,plate 3,0.01,1.9803823510413208,4.3225903347890824e7,16.05159354176986,5.085558317287536e7,129.6,1.667666024224183e7,1.962020955743648e7
I20,16S,Unkn,97,A5-5,100,16.1652072769898,plate 3,0.01,1.9803823510413208,4.695720050980203e7,15.935321821044518,5.518047029009564e7,129.6,1.8116203900386583e7,2.128876168599369e7
I21,16S,Unkn,97,A5-5,100,16.1933348009404,plate 3,0.01,1.9803823510413208,4.603913985566752e7,15.963049343401742,5.411682968227819e7,129.6,1.776201383320506e7,2.087840651322461e7
I22,16S,Unkn,109,A5-5,500,18.6326477105104,plate 3,0.002,1.9803823510413208,4.153793234052953e7,18.36767277755698,5.0029423873942375e7,129.6,1.6025436859772196e7,1.9301475260008633e7
I23,16S,Unkn,109,A5-5,500,18.581406347713,plate 3,0.002,1.9803823510413208,4.305924273699982e7,18.317160118317044,5.183520988084128e7,129.6,1.6612362167052398e7,1.999815196020111e7
I24,16S,Unkn,109,A5-5,500,18.4939181545713,plate 3,0.002,1.9803823510413208,4.578657523914279e7,18.23091609500414,5.507028631183605e7,129.6,1.7664573780533485e7,2.124625243512193e7
K01,ITS,Unkn,11,A2-5,100,21.0020316942631,plate 3,0.01,1.8525189960992803,3.0050245041214656e7,18.681062230432804,5.668796334413501e7,140.5,1.069403738121518e7,2.0173652435635235e7
K02,ITS,Unkn,11,A2-5,100,20.8778628992552,plate 3,0.01,1.8525189960992803,3.2563077967177063e7,18.57061553554213,6.1198196287884414e7,140.5,1.1588283974084364e7,2.177871754017239e7
K03,ITS,Unkn,11,A2-5,100,20.9571616244646,plate 3,0.01,1.8525189960992803,3.0935094586795226e7,18.641150826698535,5.8278099936394e7,140.5,1.1008930457934244e7,2.0739537343912456e7
K04,ITS,Unkn,27,A2-5,500,23.4918346738896,plate 3,0.002,1.8525189960992803,3.0023693030608967e7,20.895712940469817,6.1063903753981225e7,140.5,1.0684588267120628e7,2.1730926602840293e7
K05,ITS,Unkn,27,A2-5,500,23.6203535454927,plate 3,0.002,1.8525189960992803,2.762897660898023e7,21.010028977753887,5.641206642961292e7,140.5,9.832376017430687e6,2.0075468480289295e7
K07,ITS,Unkn,43,A5-7,100,20.03922993348,plate 3,0.01,1.8725277851763718,5.6012732066841714e7,18.135245105177017,8.275575039082074e7,141.3,1.9820499669795368e7,2.9283705021521848e7
K08,ITS,Unkn,43,A5-7,100,20.1586412771227,plate 3,0.01,1.8725277851763718,5.1849626509707935e7,18.243310833874546,7.678336750920743e7,141.3,1.8347355452833664e7,2.7170335282805175e7
K09,ITS,Unkn,43,A5-7,100,20.2157451786281,plate 3,0.01,1.8725277851763718,4.9969600177752316e7,18.29498912958251,7.408161440633374e7,141.3,1.7682094896586098e7,2.621430092226955e7
K10,ITS,Unkn,55,A5-7,500,22.644526607673,plate 3,0.002,1.8725277851763718,5.193524005796745e7,20.493005054787393,8.072568109993571e7,141.3,1.8377650409754936e7,2.8565350707691334e7
K11,ITS,Unkn,55,A5-7,500,22.7667391230482,plate 3,0.002,1.8725277851763718,4.7988171920635454e7,20.60360580784061,7.476831161799604e7,141.3,1.6980952555072702e7,2.6457293566169865e7
K12,ITS,Unkn,55,A5-7,500,22.6994593624617,plate 3,0.002,1.8725277851763718,5.012244327083288e7,20.54271849066804,7.79913580233057e7,141.3,1.7736179501356293e7,2.759779123259225e7
K13,16S,Unkn,67,A2-5,100,16.7172871200438,plate 3,0.01,1.88493022064705,3.1870902919012435e7,15.288144908946935,8.691298228185576e7,140.5,1.1341958334168127e7,3.0929886933044754e7
K14,16S,Unkn,67,A2-5,100,16.6508147198698,plate 3,0.01,1.88493022064705,3.3393292065516196e7,15.227355160047596,9.070204936415315e7,140.5,1.1883733831144553e7,3.2278309382260907e7
K15,16S,Unkn,67,A2-5,100,16.6133536601462,plate 3,0.01,1.88493022064705,3.428306694697257e7,15.193096604494617,9.290973273450962e7,140.5,1.220037969643152e7,3.3063961827227622e7
K16,16S,Unkn,83,A2-5,500,19.1176187751894,plate 3,0.002,1.88493022064705,2.9552615297731526e7,17.483274890856475,9.307740639424542e7,140.5,1.0516944945811931e7,3.312363216877061e7
K17,16S,Unkn,83,A2-5,500,19.2010570872054,plate 3,0.002,1.88493022064705,2.7871401039401527e7,17.559580154736828,8.82229842296422e7,140.5,9.918648056726523e6,3.139607979702569e7
K18,16S,Unkn,83,A2-5,500,19.2797283647035,plate 3,0.002,1.88493022064705,2.6373937042757813e7,17.631525912557837,8.38780374045233e7,140.5,9.385742719842637e6,2.9849835375275195e7
K19,16S,Unkn,99,A5-7,100,16.5776573468422,plate 3,0.01,2.064097103638783,3.515297574936889e7,16.5776573468422,3.515297574936889e7,141.3,1.2439128007561533e7,1.2439128007561533e7
K20,16S,Unkn,99,A5-7,100,16.5922078824331,plate 3,0.01,2.064097103638783,3.4795749690905385e7,16.5922078824331,3.4795749690905385e7,141.3,1.231272105127579e7,1.231272105127579e7
K21,16S,Unkn,99,A5-7,100,16.6172288442949,plate 3,0.01,2.064097103638783,3.418993481032997e7,16.6172288442949,3.418993481032997e7,141.3,1.2098349189784138e7,1.2098349189784138e7
K22,16S,Unkn,111,A5-7,500,18.7875634969205,plate 3,0.002,2.064097103638783,3.72577849963845e7,18.7875634969205,3.72577849963845e7,141.3,1.318392958116932e7,1.318392958116932e7
K23,16S,Unkn,111,A5-7,500,18.868892408663,plate 3,0.002,2.064097103638783,3.519030142964271e7,18.868892408663,3.519030142964271e7,141.3,1.2452335962364722e7,1.2452335962364722e7
K24,16S,Unkn,111,A5-7,500,18.7932034904072,plate 3,0.002,2.064097103638783,3.711056922865098e7,18.7932034904072,3.711056922865098e7,141.3,1.3131836245099427e7,1.3131836245099427e7
L01,ITS,Unkn,12,A2-6,100,20.2811220536326,plate 3,0.01,1.9154041675240685,4.790075336897799e7,19.01657068745128,4.4925481948646985e7,149.1,1.606329757510999e7,1.5065553973389333e7
L02,ITS,Unkn,12,A2-6,100,20.4494473452784,plate 3,0.01,1.9154041675240685,4.295976685080818e7,19.17440070290128,4.026995793323498e7,149.1,1.440636044628041e7,1.35043453833786e7
L03,ITS,Unkn,12,A2-6,100,20.4710815481482,plate 3,0.01,1.9154041675240685,4.2362847463085786e7,19.19468598825444,3.9707696757832445e7,149.1,1.4206186271993892e7,1.3315793681365676e7
L04,ITS,Unkn,28,A2-6,500,22.8166964513746,plate 3,0.002,1.9154041675240685,4.646242034163626e7,21.394049095225864,4.322852670456649e7,149.1,1.558095920242665e7,1.4496487828493124e7
L05,ITS,Unkn,28,A2-6,500,22.8697407540658,plate 3,0.002,1.9154041675240685,4.4895453334286794e7,21.443786024426636,4.176361915714358e7,149.1,1.5055484015522065e7,1.4005237812590068e7
L06,ITS,Unkn,28,A2-6,500,22.9442041520575,plate 3,0.002,1.9154041675240685,4.278450799834385e7,21.513606543616472,3.979056044605876e7,149.1,1.4347588195286335e7,1.3343581638517357e7
L07,ITS,Unkn,44,A5-8,100,19.5945267461438,plate 3,0.01,1.914142263990165,7.467895144018388e7,18.354155162794395,7.11049257601727e7,142.5,2.6203140856204867e7,2.494909675795533e7
L08,ITS,Unkn,44,A5-8,100,19.7869766167779,plate 3,0.01,1.914142263990165,6.593886943149988e7,18.534422583000048,6.2752897966241665e7,142.5,2.313644541456136e7,2.2018560689909354e7
L09,ITS,Unkn,44,A5-8,100,19.6930628462535,plate 3,0.01,1.914142263990165,7.006815423701106e7,18.44645373647166,6.669834350613583e7,142.5,2.4585317276144233e7,2.340292754601257e7
L10,ITS,Unkn,56,A5-8,500,22.140763280959,plate 3,0.002,1.914142263990165,7.193874194607918e7,20.739209981756602,6.806073735607019e7,142.5,2.5241663840729535e7,2.38809604758141e7
L11,ITS,Unkn,56,A5-8,500,22.1100449148606,plate 3,0.002,1.914142263990165,7.338228588085566e7,20.71043614786809,6.943180200925046e7,142.5,2.5748170484510757e7,2.436203579271946e7
L12,ITS,Unkn,56,A5-8,500,22.2602891564701,plate 3,0.002,1.914142263990165,6.658701464905845e7,20.85116963730334,6.2978662802354746e7,142.5,2.3363864789143313e7,2.2097776421878856e7
L13,16S,Unkn,68,A2-6,100,16.2202181464696,plate 3,0.01,1.9359088943953033,4.517846873558525e7,15.458047284179546,7.714148191652164e7,149.1,1.5150391930109072e7,2.5869041554836232e7
L14,16S,Unkn,68,A2-6,100,15.9352846121092,plate 3,0.01,1.9359088943953033,5.518191159687972e7,15.186502474657358,9.33407973338458e7,149.1,1.850500053550628e7,3.1301407556621663e7
L15,16S,Unkn,68,A2-6,100,16.067332503006,plate 3,0.01,1.9359088943953033,5.029680950662457e7,15.312345575090825,8.544896437508099e7,149.1,1.686680399283185e7,2.865491763081187e7
L16,16S,Unkn,84,A2-6,500,18.4804949809967,plate 3,0.002,1.9359088943953033,4.6220045387727536e7,17.612116105446315,8.502870427033025e7,149.1,1.549967987516014e7,2.8513985335456155e7
L17,16S,Unkn,84,A2-6,500,18.5136063671144,plate 3,0.002,1.9359088943953033,4.515813362446047e7,17.643671622618168,8.316594029307328e7,149.1,1.5143572644017598e7,2.7889315993653014e7
L18,16S,Unkn,84,A2-6,500,18.5379715281176,plate 3,0.002,1.9359088943953033,4.439233482185492e7,17.666891890525356,8.182133080195692e7,149.1,1.4886765533821234e7,2.7438407378255174e7
L19,16S,Unkn,100,A5-8,100,16.1033026240309,plate 3,0.01,1.9632651172730602,4.90427185370362e7,15.672619891850209,6.635491138975504e7,142.5,1.720797141650393e7,2.3282425049036857e7
L20,16S,Unkn,100,A5-8,100,16.117854839341,plate 3,0.01,1.9632651172730602,4.8544287073061444e7,15.686782908249045,6.5698479214866176e7,142.5,1.703308318353033e7,2.305209797012848e7
L21,16S,Unkn,100,A5-8,100,15.9303995767518,plate 3,0.01,1.9632651172730602,5.537146317857753e7,15.504341135534467,7.46749206116999e7,142.5,1.942858357143071e7,2.6201726530421015e7
L22,16S,Unkn,112,A5-8,500,18.4892045080164,plate 3,0.002,1.9632651172730602,4.593832639068385e7,17.99471084424603,6.500207135883168e7,142.5,1.6118711014275035e7,2.2807744336432166e7
L23,16S,Unkn,112,A5-8,500,18.3966951214619,plate 3,0.002,1.9632651172730602,4.902049693471178e7,17.904675620680568,6.924293368123828e7,142.5,1.7200174363056764e7,2.4295766203943256e7
L24,16S,Unkn,112,A5-8,500,18.4228610641303,plate 3,0.002,1.9632651172730602,4.81283223958015e7,17.9301417553691,6.801611446029407e7,142.5,1.688713066519351e7,2.3865303319401428e7
M01,ITS,Unkn,13,A2-7,100,20.5665308067565,plate 3,0.01,1.92954527656658,3.982673132144262e7,19.502436950087617,3.2079857160521083e7,137.2,1.451411491306218e7,1.1690910043921677e7
M02,ITS,Unkn,13,A2-7,100,20.6611780252824,plate 3,0.01,1.92954527656658,3.746187128626727e7,19.59218720642137,3.014497351197834e7,137.2,1.3652285454179037e7,1.0985777518942544e7
M03,ITS,Unkn,13,A2-7,100,20.6946170769734,plate 3,0.01,1.92954527656658,3.666037171083575e7,19.62389615157124,2.9489646254754975e7,137.2,1.3360193772170464e7,1.0746955632199336e7
M04,ITS,Unkn,29,A2-7,500,23.0214246964518,plate 3,0.002,1.92954527656658,4.070017493102692e7,21.830316831861822,3.1947785470895264e7,137.2,1.483242526640923e7,1.1642778961696526e7
M05,ITS,Unkn,29,A2-7,500,23.1063907736171,plate 3,0.002,1.92954527656658,3.852391253117206e7,21.91088684040542,3.021250742614277e7,137.2,1.4039326724188069e7,1.1010389003696347e7
M06,ITS,Unkn,29,A2-7,500,23.1403625214482,plate 3,0.002,1.92954527656658,3.768670405910211e7,21.9431009204749,2.9545365422338136e7,137.2,1.3734221595882695e7,1.076726145128941e7
M13,16S,Unkn,69,A2-7,100,16.5800963378407,plate 3,0.01,2.0039479743257025,3.509284194422117e7,16.5800963378407,3.509284194422117e7,137.2,1.2788936568593722e7,1.2788936568593722e7
M14,16S,Unkn,69,A2-7,100,16.7051168825226,plate 3,0.01,2.0039479743257025,3.2144346654450968e7,16.7051168825226,3.2144346654450968e7,137.2,1.1714412046082715e7,1.1714412046082715e7
M15,16S,Unkn,69,A2-7,100,16.6821895768088,plate 3,0.01,2.0039479743257025,3.2665871802840415e7,16.6821895768088,3.2665871802840415e7,137.2,1.1904472231355837e7,1.1904472231355837e7
M16,16S,Unkn,85,A2-7,500,18.9293173793672,plate 3,0.002,2.0039479743257025,3.372886647898117e7,18.9293173793672,3.372886647898117e7,137.2,1.2291860961727832e7,1.2291860961727832e7
M17,16S,Unkn,85,A2-7,500,19.0159732019116,plate 3,0.002,2.0039479743257025,3.1738305152792636e7,19.0159732019116,3.1738305152792636e7,137.2,1.1566437737898191e7,1.1566437737898191e7
M18,16S,Unkn,85,A2-7,500,18.9681346890115,plate 3,0.002,2.0039479743257025,3.2822212060851954e7,18.9681346890115,3.2822212060851954e7,137.2,1.1961447544042258e7,1.1961447544042258e7
N01,ITS,Unkn,14,A2-8,100,19.9443551391718,plate 3,0.01,1.887817087687476,5.955742003196205e7,18.2833690482886,7.46807087730052e7,162.2,1.8359254017250944e7,2.3021180262948584e7
N02,ITS,Unkn,14,A2-8,100,20.0667336085184,plate 3,0.01,1.887817087687476,5.50251613388384e7,18.395555714792245,6.909345011913912e7,162.2,1.6962133581639457e7,2.1298844056454726e7
N03,ITS,Unkn,14,A2-8,100,20.0861135309337,plate 3,0.01,1.887817087687476,5.4339764448953465e7,18.41332165764543,6.824782221697707e7,162.2,1.6750852172920305e7,2.103816961065878e7
N04,ITS,Unkn,30,A2-8,500,22.5456019369092,plate 3,0.002,1.887817087687476,5.5366723313836575e7,20.66798137878718,7.150535973719278e7,162.2,1.7067423956176504e7,2.2042342705669787e7
N05,ITS,Unkn,30,A2-8,500,22.55867624913,plate 3,0.002,1.887817087687476,5.490051450146009e7,20.67996684904768,7.091377577545822e7,162.2,1.692370977233665e7,2.1859980202052474e7
N06,ITS,Unkn,30,A2-8,500,22.5915277869713,plate 3,0.002,1.887817087687476,5.374633272369391e7,20.710082477553346,6.944882499519911e7,162.2,1.6567920075121427e7,2.1408392415289495e7
N13,16S,Unkn,70,A2-8,100,16.7384934295139,plate 3,0.01,2.0137163821933153,3.1399980791062925e7,16.7384934295139,3.1399980791062925e7,162.2,9.679402216727166e6,9.679402216727166e6
N14,16S,Unkn,70,A2-8,100,16.8105004451605,plate 3,0.01,2.0137163821933153,2.9852260538885847e7,16.8105004451605,2.9852260538885847e7,162.2,9.202299796204023e6,9.202299796204023e6
N15,16S,Unkn,70,A2-8,100,16.834110710085,plate 3,0.01,2.0137163821933153,2.936157614784357e7,16.834110710085,2.936157614784357e7,162.2,9.051040736080015e6,9.051040736080015e6
N16,16S,Unkn,86,A2-8,500,19.0757260561822,plate 3,0.002,2.0137163821933153,3.043458562144958e7,19.0757260561822,3.043458562144958e7,162.2,9.381808144713188e6,9.381808144713188e6
N17,16S,Unkn,86,A2-8,500,19.1133439875353,plate 3,0.002,2.0137163821933153,2.964142907818284e7,19.1133439875353,2.964142907818284e7,162.2,9.13730859376783e6,9.13730859376783e6
N18,16S,Unkn,86,A2-8,500,19.0918033474827,plate 3,0.002,2.0137163821933153,3.0093038976260226e7,19.0918033474827,3.0093038976260226e7,162.2,9.27652249576456e6,9.27652249576456e6
O01,ITS,Unkn,15,A3-2,100,19.0577138065362,plate 3,0.01,1.8699974239332997,1.0567740045680188e8,17.20980703242059,1.571747578902273e8,135.2,3.908187886716046e7,5.8126759574788205e7
O02,ITS,Unkn,15,A3-2,100,19.04704550807,plate 3,0.01,1.8699974239332997,1.0640908545257165e8,17.200173171831047,1.5822783328586164e8,135.2,3.935247243068478e7,5.851621053471215e7
O03,ITS,Unkn,15,A3-2,100,19.0992808939367,plate 3,0.01,1.8699974239332997,1.0287419663371597e8,17.247343620508982,1.5313806707883927e8,135.2,3.8045191062764786e7,5.663390054690802e7
O04,ITS,Unkn,31,A3-2,500,21.5834683999344,plate 3,0.002,1.8699974239332997,1.0315727588232566e8,19.490655071429597,1.6171456209814048e8,135.2,3.814988013399618e7,5.980568124931231e7
O05,ITS,Unkn,31,A3-2,500,21.6290621309204,plate 3,0.002,1.8699974239332997,1.0015973511559503e8,19.531827864773152,1.5716465490951523e8,135.2,3.704132215813426e7,5.812302326535327e7
O06,ITS,Unkn,31,A3-2,500,21.7052465653285,plate 3,0.002,1.8699974239332997,9.534412359982164e7,19.600625173219868,1.4984588802696025e8,135.2,3.5260400739579014e7,5.5416378708195366e7
O13,16S,Unkn,71,A3-2,100,17.0316679572738,plate 3,0.01,1.945759643221123,2.5559466673655882e7,16.356081422269895,4.106880248150288e7,135.2,9.452465485819483e6,1.5188166598188937e7
O14,16S,Unkn,71,A3-2,100,16.967857895139,plate 3,0.01,1.945759643221123,2.673037256587517e7,16.2948024815076,4.2873962399800405e7,135.2,9.885492812823659e6,1.5855755325369975e7
O15,16S,Unkn,71,A3-2,100,17.024207333896,plate 3,0.01,1.945759643221123,2.5693676015523523e7,16.34891673565586,4.127587379216549e7,135.2,9.502099118166985e6,1.5264746224913273e7
O16,16S,Unkn,87,A3-2,500,19.4598444653582,plate 3,0.002,1.945759643221123,2.324151958573769e7,18.68794068429302,3.9956568313713655e7,135.2,8.595236533187017e6,1.4776837394124873e7
O17,16S,Unkn,87,A3-2,500,19.4273842669138,plate 3,0.002,1.945759643221123,2.377718195063836e7,18.656768068077657,4.084054310587011e7,135.2,8.793336520206496e6,1.5103751148620605e7
O18,16S,Unkn,87,A3-2,500,19.3900098588719,plate 3,0.002,1.945759643221123,2.440924773943281e7,18.620876171724582,4.188259307564361e7,135.2,9.027088661032846e6,1.5489124658152223e7
P01,ITS,Unkn,16,A3-3,100,20.0761329275945,plate 3,0.01,1.885729072633064,5.469166887374814e7,18.372119255212702,7.02250337596546e7,134.7,2.030128762945365e7,2.606719887143823e7
P02,ITS,Unkn,16,A3-3,100,20.2850723174488,plate 3,0.01,1.885729072633064,4.777852796322319e7,18.563324374314018,6.1508265521911785e7,134.7,1.7735162569867555e7,2.283157591756191e7
P03,ITS,Unkn,16,A3-3,100,20.4190225613468,plate 3,0.01,1.885729072633064,4.381349009579416e7,18.685905245044175,5.6497985326289296e7,134.7,1.626335935255908e7,2.0971783714287043e7
P04,ITS,Unkn,32,A3-3,500,22.7409589429577,plate 3,0.002,1.885729072633064,4.8795023326340266e7,20.81076127482958,6.476756421920496e7,134.7,1.8112480818983022e7,2.40414121080939e7
P05,ITS,Unkn,32,A3-3,500,22.8138020006383,plate 3,0.002,1.885729072633064,4.654948106607437e7,20.87742158971437,6.184303717739529e7,134.7,1.727894620121543e7,2.2955841565477096e7
P06,ITS,Unkn,32,A3-3,500,22.8373274925439,plate 3,0.002,1.885729072633064,4.5846568260750905e7,20.898950294688877,6.092703224114572e7,134.7,1.7018028307628397e7,2.261582488535476e7
P13,16S,Unkn,72,A3-3,100,15.8949268459534,plate 3,0.01,1.9410233243258797,5.6767565001085065e7,15.208543441266613,9.190773568742906e7,134.7,2.1071850408717547e7,3.411571480602415e7
P14,16S,Unkn,72,A3-3,100,15.9328591288175,plate 3,0.01,1.9410233243258797,5.52759451652537e7,15.244837711592995,8.959573670208076e7,134.7,2.051816821278905e7,3.325751176766175e7
P15,16S,Unkn,72,A3-3,100,15.8282834288237,plate 3,0.01,1.9410233243258797,5.948634299257054e7,15.14477785654173,9.611512422237022e7,134.7,2.2081047881429303e7,3.56774774396326e7
P16,16S,Unkn,88,A3-3,500,18.3183250363143,plate 3,0.002,1.9410233243258797,5.1792839655174404e7,17.52729312855905,9.024534548846677e7,134.7,1.922525599672398e7,3.349864346268254e7
P17,16S,Unkn,88,A3-3,500,18.3338634928889,plate 3,0.002,1.9410233243258797,5.123097807743119e7,17.542160595022743,8.930839722595187e7,134.7,1.9016695648638155e7,3.3150852719358526e7
P18,16S,Unkn,88,A3-3,500,18.2840410065555,plate 3,0.002,1.9410233243258797,5.305442351298211e7,17.494489570481583,9.234754410895728e7,134.7,1.969354993057985e7,3.427896960243403e7
A01,ITS,Unkn,1,W1-2,100,20.5722334788844,plate 4,0.01,2.0197104797644423,3.946308714294554e7,20.5722334788844,1.9623123537056446e7,139.4,1.4154622361171285e7,7.038423076419097e6
A02,ITS,Unkn,1,W1-2,100,20.5841308454467,plate 4,0.01,2.0197104797644423,3.9154805261397116e7,20.5841308454467,1.9461964397461515e7,139.4,1.4044047798205564e7,6.980618506980456e6
A03,ITS,Unkn,1,W1-2,100,20.5777389996573,plate 4,0.01,2.0197104797644423,3.9320128762035966e7,20.5777389996573,1.9548381728111263e7,139.4,1.4103346040902425e7,7.011614680097296e6
A04,ITS,Unkn,17,W1-2,500,22.7951153362794,plate 4,0.002,2.0197104797644423,4.558191413592043e7,22.7951153362794,2.1017643747294713e7,139.4,1.634932357816371e7,7.538609665457213e6
A05,ITS,Unkn,17,W1-2,500,22.8950399478373,plate 4,0.002,2.0197104797644423,4.267623089905037e7,22.8950399478373,1.9611179781628452e7,139.4,1.5307112948009457e7,7.034139089536747e6
A06,ITS,Unkn,17,W1-2,500,22.9125518747779,plate 4,0.002,2.0197104797644423,4.21864253256267e7,22.9125518747779,1.937457148048831e7,139.4,1.5131429456824496e7,6.949272410505133e6
A07,ITS,Unkn,33,W4-4,100,20.6878496924887,plate 4,0.01,1.9257165889327366,3.6567254037990965e7,19.558197828831325,3.962992818139142e7,129.2,1.4151414101389695e7,1.5336659512922378e7
A08,ITS,Unkn,33,W4-4,100,20.6622762032659,plate 4,0.01,1.9257165889327366,3.718891852853921e7,19.53402076988959,4.029965286775025e7,129.2,1.4391996334573999e7,1.5595840893092204e7
A09,ITS,Unkn,33,W4-4,100,20.7134376534688,plate 4,0.01,1.9257165889327366,3.595563853060396e7,19.582388569305763,3.897096382054007e7,129.2,1.3914720793577386e7,1.5081642345410246e7
A10,ITS,Unkn,45,W4-4,500,23.0428046561337,plate 4,0.002,1.9257165889327366,3.871540887958658e7,21.784561406563622,4.234392107273248e7,129.2,1.4982743374453012e7,1.6386966359416597e7
A11,ITS,Unkn,45,W4-4,500,23.2013025191418,plate 4,0.002,1.9257165889327366,3.487457692303606e7,21.934404556346607,3.816662771666736e7,129.2,1.349635329838857e7,1.4770366763416164e7
A12,ITS,Unkn,45,W4-4,500,23.1875738013601,plate 4,0.002,1.9257165889327366,3.519161653269406e7,21.921425489778454,3.85115392513102e7,129.2,1.3619046645779436e7,1.4903846459485373e7
A13,16S,Unkn,57,W1-2,100,15.7593219409319,plate 4,0.01,1.9614020148665143,6.343948369939184e7,15.316252780155695,7.884036251377669e7,139.4,2.275447765401429e7,2.827846575099594e7
A14,16S,Unkn,57,W1-2,100,15.7908926366793,plate 4,0.01,1.9614020148665143,6.20774713950438e7,15.346935874157136,7.718129849967675e7,139.4,2.226595100252647e7,2.7683392575206865e7
A15,16S,Unkn,57,W1-2,100,15.8400772243432,plate 4,0.01,1.9614020148665143,6.001359782809417e7,15.394737650170823,7.466590139803344e7,139.4,2.152568071308973e7,2.67811697984338e7
A16,16S,Unkn,73,W1-2,500,18.1701320652661,plate 4,0.002,1.9614020148665143,6.047386996253911e7,17.65928361661297,7.769553371276085e7,139.4,2.169077114868691e7,2.7867838490947217e7
A17,16S,Unkn,73,W1-2,500,18.2027760038647,plate 4,0.002,1.9614020148665143,5.913188413266069e7,17.691009779527217,7.600558878088586e7,139.4,2.120942759421115e7,2.726168894579837e7
A18,16S,Unkn,73,W1-2,500,18.1846744983103,plate 4,0.002,1.9614020148665143,5.987231224469474e7,17.6734171930053,7.69380941117456e7,139.4,2.147500439192781e7,2.759616001138651e7
A19,16S,Unkn,89,W4-4,100,15.2551706715339,plate 4,0.01,1.9619080536015465,8.971747404340544e7,14.831953032512105,1.1029031153390342e8,129.2,3.472038469172038e7,4.268200910754777e7
A20,16S,Unkn,89,W4-4,100,15.2394221211953,plate 4,0.01,1.9619080536015465,9.069406383287004e7,14.816641387432439,1.1146708088513215e8,129.2,3.509832191674537e7,4.3137415203224525e7
A21,16S,Unkn,89,W4-4,100,15.2697039221224,plate 4,0.01,1.9619080536015465,8.882557923389156e7,14.846083093379965,1.0921537751618056e8,129.2,3.437522416172274e7,4.2266012970658116e7
A22,16S,Unkn,101,W4-4,500,17.6342539782841,plate 4,0.002,1.9619080536015465,8.740924964000924e7,17.145034454275347,1.1096869466916697e8,129.2,3.382710899381163e7,4.2944541280637376e7
A23,16S,Unkn,101,W4-4,500,17.6306754108105,plate 4,0.002,1.9619080536015465,8.762454885117216e7,17.141555165460105,1.1123663630829886e8,129.2,3.391042912197065e7,4.304823386544074e7
A24,16S,Unkn,101,W4-4,500,17.6639145631082,plate 4,0.002,1.9619080536015465,8.564500633687547e7,17.17387217825105,1.0877258694613445e8,129.2,3.314435229755243e7,4.209465439091891e7
B07,ITS,Unkn,34,W4-5,100,20.310873169211,plate 4,0.01,1.9273264148782643,4.688279634568592e7,19.226291417114016,4.988122046142084e7,129.0,1.817162649057594e7,1.9333806380395673e7
B08,ITS,Unkn,34,W4-5,100,20.2604931037723,plate 4,0.01,1.9273264148782643,4.846590819305084e7,19.17860160035094,5.155765265160393e7,129.0,1.8785235733740635e7,1.998358629907129e7
B09,ITS,Unkn,34,W4-5,100,20.4479285473653,plate 4,0.01,1.9273264148782643,4.2832870251306586e7,19.356028165442087,4.5591346425706014e7,129.0,1.6601887694304878e7,1.76710645060876e7
B11,ITS,Unkn,46,W4-5,500,22.7770361743908,plate 4,0.002,1.9273264148782643,4.612838783427308e7,21.560763609652177,4.944938803412193e7,129.0,1.787922009080352e7,1.9166429470589895e7
B12,ITS,Unkn,46,W4-5,500,22.808316261023,plate 4,0.002,1.9273264148782643,4.518698726777309e7,21.590373368727175,4.844483662861091e7,129.0,1.7514336150299646e7,1.87770684607019e7
